symbol,name,tag,published_at,title,url
SSE:601138,工业富联,institutional_capital,2026-05-30,工业富联:富士康工业互联网股份有限公司2025年年度股东会会议资料,https://data.eastmoney.com/notices/detail/601138/AN202605291823012767.html
SSE:601138,工业富联,investor_relations,2026-05-21,工业富联:富士康工业互联网股份有限公司投资者关系活动记录表20260520,https://data.eastmoney.com/notices/detail/601138/AN202605211822642700.html
SSE:601138,工业富联,institutional_capital,2026-05-20,工业富联:富士康工业互联网股份有限公司关于召开2025年年度股东会的通知,https://data.eastmoney.com/notices/detail/601138/AN202605191822445096.html
SSE:601138,工业富联,investor_relations,2026-05-19,工业富联:富士康工业互联网股份有限公司投资者关系活动记录表-20260515-20260518,https://data.eastmoney.com/notices/detail/601138/AN202605191822440533.html
SSE:601138,工业富联,investor_relations,2026-05-14,工业富联:富士康工业互联网股份有限公司关于召开2026年第一季度业绩说明会的公告,https://data.eastmoney.com/notices/detail/601138/AN202605131822269432.html
SSE:601138,工业富联,earnings,2026-04-29,工业富联:富士康工业互联网股份有限公司2026年第一季度报告,https://data.eastmoney.com/notices/detail/601138/AN202604281821679602.html
SSE:601138,工业富联,investor_relations,2026-04-17,工业富联:富士康工业互联网股份有限公司投资者关系活动记录表20260416,https://data.eastmoney.com/notices/detail/601138/AN202604171821292159.html
SSE:601138,工业富联,investor_relations,2026-04-09,工业富联:富士康工业互联网股份有限公司关于召开2025年年度业绩说明会的公告,https://data.eastmoney.com/notices/detail/601138/AN202604081821063138.html
SSE:601138,工业富联,institutional_capital,2026-03-31,工业富联:富士康工业互联网股份有限公司关于股份回购实施结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/601138/AN202603301820868331.html
SSE:601138,工业富联,institutional_capital,2026-03-11,工业富联:富士康工业互联网股份有限公司控股股东及其他关联方占用资金情况专项报告,https://data.eastmoney.com/notices/detail/601138/AN202603101820464709.html
SSE:601138,工业富联,earnings,2026-03-11,工业富联:富士康工业互联网股份有限公司2025年年度报告摘要,https://data.eastmoney.com/notices/detail/601138/AN202603101820464722.html
SSE:601138,工业富联,earnings,2026-03-11,工业富联:富士康工业互联网股份有限公司关于公司2025年度利润分配方案的公告,https://data.eastmoney.com/notices/detail/601138/AN202603101820464712.html
SSE:601138,工业富联,earnings,2026-03-11,工业富联:富士康工业互联网股份有限公司2025年年度报告,https://data.eastmoney.com/notices/detail/601138/AN202603101820464731.html
SSE:601138,工业富联,institutional_capital,2026-03-04,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202603031820224213.html
SSE:601138,工业富联,institutional_capital,2026-02-04,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202602031819616985.html
SSE:601138,工业富联,earnings,2026-01-09,工业富联:中国国际金融股份有限公司关于富士康工业互联网股份有限公司2025年半年度差异化分红事项的核查意见,https://data.eastmoney.com/notices/detail/601138/AN202601081816853946.html
SSE:601138,工业富联,institutional_capital,2026-01-09,工业富联:富士康工业互联网股份有限公司关于2025年半年度权益分派实施后调整回购价格上限的公告,https://data.eastmoney.com/notices/detail/601138/AN202601081816853945.html
SSE:601138,工业富联,institutional_capital,2026-01-07,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划2025年第四季度自主行权结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/601138/AN202601061816086829.html
SSE:601138,工业富联,institutional_capital,2026-01-05,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202601041814691798.html
SSE:601138,工业富联,institutional_capital,2025-12-09,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划限制行权期间的提示性公告,https://data.eastmoney.com/notices/detail/601138/AN202512081796322547.html
SSE:601138,工业富联,institutional_capital,2025-12-02,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202512011791860568.html
SSE:601138,工业富联,institutional_capital,2025-11-27,工业富联:富士康工业互联网股份有限公司关于调整回购股份价格上限的公告,https://data.eastmoney.com/notices/detail/601138/AN202511261788776555.html
SSE:601138,工业富联,institutional_capital,2025-11-25,工业富联:北京市金杜律师事务所关于富士康工业互联网股份有限公司2025年第二次临时股东大会之法律意见书,https://data.eastmoney.com/notices/detail/601138/AN202511241787537906.html
SSE:601138,工业富联,institutional_capital,2025-11-25,工业富联:富士康工业互联网股份有限公司2025年第二次临时股东大会决议公告,https://data.eastmoney.com/notices/detail/601138/AN202511241787537905.html
SSE:601138,工业富联,investor_relations,2025-11-14,工业富联:富士康工业互联网股份有限公司投资者关系活动记录表20251113,https://data.eastmoney.com/notices/detail/601138/AN202511141781202859.html
SSE:601138,工业富联,institutional_capital,2025-11-07,工业富联:富士康工业互联网股份有限公司2025年第二次临时股东大会会议资料,https://data.eastmoney.com/notices/detail/601138/AN202511061776269575.html
SSE:601138,工业富联,investor_relations,2025-11-07,工业富联:富士康工业互联网股份有限公司关于召开2025年第三季度业绩说明会的公告,https://data.eastmoney.com/notices/detail/601138/AN202511061776267349.html
SSE:601138,工业富联,institutional_capital,2025-11-05,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202511041775000202.html
SSE:601138,工业富联,earnings,2025-10-30,工业富联:富士康工业互联网股份有限公司2025年第三季度报告,https://data.eastmoney.com/notices/detail/601138/AN202510291771306226.html
SSE:601138,工业富联,institutional_capital,2025-10-30,工业富联:富士康工业互联网股份有限公司股东会议事规则,https://data.eastmoney.com/notices/detail/601138/AN202510291771306224.html
SSE:601138,工业富联,institutional_capital,2025-10-30,工业富联:富士康工业互联网股份有限公司关于召开2025年第二次临时股东大会的通知,https://data.eastmoney.com/notices/detail/601138/AN202510291771306217.html
SSE:601138,工业富联,earnings,2025-10-21,工业富联:富士康工业互联网股份有限公司监事会关于利润分配的核查意见,https://data.eastmoney.com/notices/detail/601138/AN202510201765723675.html
SSE:601138,工业富联,earnings,2025-10-21,工业富联:富士康工业互联网股份有限公司关于公司2025年半年度利润分配方案的公告,https://data.eastmoney.com/notices/detail/601138/AN202510201765723676.html
SSE:601138,工业富联,institutional_capital,2025-10-11,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划2025年第三季度自主行权结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/601138/AN202510101759613668.html
SSE:601138,工业富联,institutional_capital,2025-10-10,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202510091758922736.html
SSE:601138,工业富联,institutional_capital,2025-09-27,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划限制行权期间的提示性公告,https://data.eastmoney.com/notices/detail/601138/AN202509261750993610.html
SSE:601138,工业富联,institutional_capital,2025-09-16,工业富联:富士康工业互联网股份有限公司关于股权激励限制性股票回购注销实施的公告,https://data.eastmoney.com/notices/detail/601138/AN202509151744230949.html
SSE:601138,工业富联,institutional_capital,2025-09-16,工业富联:北京市金杜律师事务所关于富士康工业互联网股份有限公司2019年股票期权与限制性股票激励计划回购注销部分限制性股票相关事项的法律意见书,https://data.eastmoney.com/notices/detail/601138/AN202509151744230948.html
SSE:601138,工业富联,institutional_capital,2025-09-02,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202509011737683501.html
SSE:601138,工业富联,investor_relations,2025-08-18,工业富联:富士康工业互联网股份有限公司投资者关系活动记录表20250815,https://data.eastmoney.com/notices/detail/601138/AN202508181729860120.html
SSE:601138,工业富联,earnings,2025-08-11,工业富联:富士康工业互联网股份有限公司2025年半年度报告,https://data.eastmoney.com/notices/detail/601138/AN202508101724881640.html
SSE:601138,工业富联,investor_relations,2025-08-11,工业富联:富士康工业互联网股份有限公司关于召开2025年半年度业绩说明会的公告,https://data.eastmoney.com/notices/detail/601138/AN202508101724899561.html
